Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Date,Year,Month,YearMonth,review_length,word_count,vader_compound,vader_pos,vader_neg,vader_neu,textblob_polarity,textblob_subjectivity,sentiment_category,ai_category
472685,B005VOOL00,AR3EVUQF0AC7R,J. Ung,0,0,4,1334534400,A promising coffee!,"i am a lover of coffee and will try almost any coffee product once. i own a coffee pod maker at work, and i have been using senseo's medium roast and espresso pods for a few months, but after trying marley coffee, i do not think i can go back to senseo. i am not demeaning senseo's quality, but i am certainly highlighting my preference for marley coffee. i will admit that when it comes to pod coffee, i do not expect much, and that's probably why i have stuck to only one brand; marley coffee, however, went beyond my expectations. i like my coffee strong; therefore, i recommend one pours no more than 6 oz. per pod for a strong flavor (this is coming from a person who drinks `straight' coffee; i never add other ingredients or sweeteners)). on a side note, there was no particular exotic/fruity taste to this coffee, but the overall quality met my expectations and passed the ""will continue to buy"" test. other perks: it's organic, natural, and tasty, which, in my book, is worth the price.",2012-04-16,2012,4,2012-04,995,182,0.9664,0.143,0.039,0.817,0.1061011904761904,0.4263392857142857,Positive,Product Quality
193069,B000KY6NQG,A14AZWOLGK6MD3,Cousin It,5,5,5,1204675200,Delicious Honeycomb covered in Milk Chocolate!,in the uk this is one of the most popular chocolate bars.  it is a light honeycomb bar covered in cadburys milk chocolate. if you like toffee and chocolate you will love these!,2008-03-05,2008,3,2008-03,176,33,0.8775,0.252,0.0,0.748,0.53125,0.6749999999999999,Positive,Shipping/Delivery
258083,B005XB5K0G,AS2I57PJ83KNK,"D. Baker ""Beatle babe""",1,1,5,1326240000,great gift,my daughter bought a keurig coffee maker for my husband for christmas. his favorite coffee is starbucks house blend so when i found that i could get the k cups i decided to get several for him for christmas. they arrived very quickly and were just as described. he has been enjoying his coffee so it must be good.,2012-01-11,2012,1,2012-01,313,59,0.8519,0.142,0.0,0.858,0.4266666666666666,0.5700000000000001,Positive,Shipping/Delivery
44300,B006N3I7S0,A2GZ3RYHGPXR2U,"Tom ""Tom""",0,0,4,1340496000,Cheaper than Starbucks,comparable flavor to starbucks and cost much less. i don't know why anyone would buy a 12 pack. all flavors are good as well.,2012-06-24,2012,6,2012-06,125,24,0.6124,0.185,0.0,0.815,0.2666666666666666,0.3333333333333333,Positive,Taste/Flavor
34322,B001P3NU30,A1ZANX10ZF6LMO,djpoints,1,1,1,1340323200,AWFUL. Do NOT work and are a Choking Hazzard,"simply awful.  this product should be taken off the market immediately.  they did absolutely nothing for my 2-yr old dog's teeth.  i gave him about 4 per week until he almost choked to death on about the 10th one.  awful, dangerous product, simple as that.",2012-06-22,2012,6,2012-06,256,45,-0.9387,0.0,0.28,0.72,-0.3833333333333333,0.7261904761904762,Negative,Other
492363,B0000GHNWM,A39NTI5NUNFJ48,Lee Harstad,5,5,5,1180310400,If there were any more stars to give that 5 stars...,"i would give it.  this hot sauce is the best hot sauce that has ever been made with human hands.  to compare this to tabasco is an utter mockery, but that is the most common ""hot sauce"" that most americans have experienced, so that is the one that i will compare it to.  anyone that would try to genuinely compare the two should have a cat scan done.  a 7 out of 10 as far as hotness, tapatio can go on anything that you need to make spicy and tasty.  try putting a couple of squirts of this mexican nectar in a bag of doritos and you will not be able to put them down.  buy the 32 oz. size, you will not regret it!",2007-05-28,2007,5,2007-05,615,125,0.6241,0.045,0.014,0.941,0.2703703703703703,0.5842592592592593,Positive,Other
446395,B000GZSDZI,A2OL5WLCNZVD9K,nonpareil,0,0,5,1322524800,"Wonderful product, yummy","luckily this is available locally so i got to try it without ordering a whole case. i find it absolutely delicious. so far it got used to make a black rice with dried cranberry dish, very simple. tomorrow a pumpkin curry soup, then i think a chicken curry the next day. i'm looking into making my own coconut milk so i don't have to worry about using a whole can before it goes bad, but meanwhile i am delighted with this brand in both taste and consistency.<br /><br />and let me not forget to praise the manufacturer for resisting the temptation to add those poisons people think are preservatives (particularly sodium metabisulfite). i'd rather there were no guar gum, frankly, but was unable to find any without that at local supermarkets.",2011-11-29,2011,11,2011-11,743,131,-0.4918,0.086,0.094,0.82,0.0851851851851851,0.5378306878306878,Negative,Taste/Flavor
151850,B001EO5TRK,ASOCGX1R3ZX8D,NYRangersFan,2,2,5,1329177600,McCann's Instant Oatmeal - Maple & Brown Sugar,"this oatmeal is great.  i eat it almost every morning.  the brands in the stores i was buying had changed the texture and i did not like them anymore.  i coould not find an oatmeal i liked so i stopped eating oatmeal..... until i found out about mccann's. the cost is the same as in the store and with free shipping from amazon, i don't lose out at all.",2012-02-14,2012,2,2012-02,353,69,0.8711,0.176,0.053,0.771,0.4499999999999999,0.61875,Positive,Shipping/Delivery
120858,B003K2EXI0,A258FXO3O8EQQE,Roberta A. Ryherd,20,20,5,1239408000,Best fondant!,satin ice is the best tasting fondant i can find on the market.  it's a little more sticky than other types of fondant but you can keep it from sticking to your hands by rubbing some crisco on your hands before working with the fondant.,2009-04-11,2009,4,2009-04,236,45,0.3818,0.056,0.0,0.944,0.296875,0.41875,Positive,Other
368062,B003B3OOPA,A3LBK3TI89AT4C,Tinpenny,0,1,5,1328486400,Coconut,i bought this for my 73 year old dad he had seen it on a commercial and thought it looked like good stuff..he is very pleased with it,2012-02-06,2012,2,2012-02,133,28,0.8221,0.256,0.0,0.744,0.3625,0.45,Positive,Other
154344,B0001QNMZ8,A1VKINZLHRJDB7,rijecka_sirena,1,1,4,1312848000,Bought it as a present,"i never saw this gift basket myself nor tried any goodies from it. i bought it to say ""thank you"" to my business associate.<br />the recipient liked it, so i think i will purchase it again in the future. it is priced fairly and it is a nice way to express your gratitude.",2011-08-09,2011,8,2011-08,271,53,0.9297,0.235,0.0,0.765,0.475,0.70625,Positive,Price/Value
568077,B000L8FZMY,A24E0CIZBWMO4L,Legal beagle,5,5,5,1187136000,Excellent peeler and shredder,unbeatable little tool for making shredded green papaya salad.  i use it to shred many different not-so-ripe fruits and veggies besides papaya. better than the typical cheese grater for shredding because it doesn't bruise the fruit/veggie. i highly recommend this tool.,2007-08-15,2007,8,2007-08,269,41,0.6901,0.127,0.0,0.873,0.086547619047619,0.4914285714285714,Positive,Other
492898,B003TC7WN4,A1IRQWXJ4CWBW,Speed,0,0,1,1348704000,Beware!  Flavored Coffee...,"it sure would be nice if they stated anywhere in the description of this coffee that it is flavored.  i love the bed and breakfast coffee, it's just plain coffee, so i was surprised when i received the jamaica coffee and it was flavored.  yuck!",2012-09-27,2012,9,2012-09,244,45,0.8947,0.223,0.0,0.777,0.3021428571428571,0.7492063492063492,Positive,Taste/Flavor
326270,B000B6CYP2,A1YAHULOZAY6IU,Auj,0,0,5,1217289600,Fabulous Dressing to liven up your salad!,i had a salad in a restaurant for lunch and went crazy over the  roasted raspberry chipotle vinaigrette dressing. i decided  to recreate the salad myself at home. the salad dressing i found in my search on the internet was the fischer & wieser  roasted raspberry chipotle vinaigrette dressing. it is absolutely fabulous! i have made the salad  many times and for friends and have had to order extra bottles since i got them hooked on it too. this salad dressing will not disappoint and  deserves a five star review!,2008-07-29,2008,7,2008-07,515,90,0.8039,0.098,0.024,0.877,0.1,0.625,Positive,Other
32044,B0062A87HA,A3C89YOH5NT8D3,chaos controller,1,1,5,1298332800,Great deal!,i was so happy to see this deal. i recently have been using alot of pumpkin. i was so excited to see an organic product that i could actually afford! i look forward to using it in many recipies.,2011-02-22,2011,2,2011-02,194,39,0.8462,0.181,0.0,0.819,0.335,0.52,Positive,Other
437653,B004R9GFJU,A17SLI9GXC0LHU,Maypuppet,0,1,5,1338681600,Taste Good,"very hot, but smooth, great consistancy, for use with most korean cusine. just a dab will do, you don't want too much. this items is tasty, but extremely hot. great side with most korean dishes",2012-06-03,2012,6,2012-06,193,35,0.9244,0.26,0.03,0.71,0.471875,0.6312500000000001,Positive,Other
179196,B008XOKY1U,A3U0YIPTZX8DZ4,vee,0,0,4,1339977600,Re-Rating,"okay, i jumped the gun, because they were sending me the review information, before i received my chips, so i thought i would be honest, and indicate that i have not received them, and i wasn't happy about not receiving them. however overall, the service is not bad, and my chips are on the way.sorry guys, they really are not bad people, i am just an impatient buyer... there, is that better?",2012-06-18,2012,6,2012-06,393,72,0.7555,0.164,0.089,0.747,0.3444444444444444,0.5925925925925926,Positive,Other
469702,B0000VM8TK,A30JOAGFYY7IM1,KD,4,4,1,1347408000,Not a good value,"disappointingly, this is imitation almond extract and a terrible value.  the $0.65/oz price is also quite deceiving and misleading.  that fact that this is an imitation product was not made clear in the description.  i bought this only because i needed a filler item to reach my free shipping, but will not make that mistake again.<br /><br />comparatively, [...] currently is selling top quality 100% pure almond extract for only $6.69/4 oz.  lesson learned... the hard way.",2012-09-12,2012,9,2012-09,475,77,-0.0942,0.111,0.127,0.761,-0.0786706349206349,0.56875,Negative,Shipping/Delivery
146985,B005GRCWDU,A1QVLJ260F6SZD,"MBKW ""Piglet""",3,3,5,1329523200,Best coffee EVER!,"i've tried several brands and flavors of ground coffee from amazon, and this is by far the.best.coffee.i've.had. i decided to write a review because last weekend my husband made me a latte, and it was yummy. i asked for a second one, and what he gave me was not what i had the first time. i asked him what was different, and he told me he used a different brand and flavor. he was really surprised that i could tell. the one that i loved was the lavazza crema e gusto. wow. what a difference. it's smooth and full bodied - okay, i'm full of crap. i have no idea what ""full bodied"" is other than a fat chick. but i can tell you this -- this coffee is tasty and you will not regret buying it.<br /><br />i bought it in january because there was a deal going on - $12 for 4 bricks. but here i am willing to pay $15 for 4 bricks (s&s price) less than 2 months later. i wish i had stocked up when it was cheaper, but who knew the coffee was going to be that good! it's so worth even $18 for 4 bricks!",2012-02-18,2012,2,2012-02,995,202,0.9597,0.115,0.023,0.862,0.1640151515151515,0.4837121212121211,Positive,Shipping/Delivery
21259,B002QWP89S,AKWP7LOOOF3NB,RW,0,0,4,1322870400,Tasty treats,"my dog is relatively picky when it comes to treats, but she loves these. they don't do much to help her doggy breath, but maybe over time they will help.",2011-12-03,2011,12,2011-12,153,30,0.9209,0.31,0.0,0.69,0.1,0.1,Positive,Other
234761,B000KV7ZGQ,AP2XB11SRN4B5,Flora,0,0,1,1294963200,Not a good toy for chewers,"i bought this item for my dog to play with. she was smart and can get out all the food in it. initially i like it since it was entertaining for my dog. however, my dog quickly chewed open the rope - only the 3 time i used it.<br /><br />i think there is a problem with the design - it will be great if the rope can be replaced with some better material so it does not get chewed immediately.<br /><br />i asked some dog friends and they pointed out the same problemm. i would not recommend this item for dogs who chew. well, most dogs chew, so...there are many other interactive toys that you can try.",2011-01-14,2011,1,2011-01,601,118,0.9508,0.168,0.035,0.797,0.2685515873015873,0.5077380952380953,Positive,Other
473872,B003GSVSWW,A1G57UG6WFP7EW,"Jane Marshall ""Jane Marshall""",1,1,5,1310515200,Lovely Tea,"this tea has a nice mellow taste.  it is not at all dusty and doesn't leave a bitter taste in your mouth, as is common with a lot of teas.  will definately buy more in the future. the box is very nice and i would feel comfortable giving this as a gift.",2011-07-13,2011,7,2011-07,252,52,0.9457,0.305,0.0,0.695,0.185,0.6281249999999999,Positive,Taste/Flavor
365005,B000EI2LLO,ACWNT6NN91Q3J,Jillith Fair,0,0,5,1309996800,Mae Ploy or BUST,"this is the best red curry, don't waste your time on the cheap imitators.  mix with cocunut milk and real palm sugar + chicken and veggies and you will amaze your friend and families.  this is great red curry paste!",2011-07-07,2011,7,2011-07,215,40,0.956,0.335,0.0,0.665,0.2,0.375,Positive,Price/Value
180616,B000CQBZQK,A1DTWKFY5VBGJU,S. Rozycki,0,0,4,1179360000,"Really good, for decaf","i'd received a sample of stash's english breakfast decaf with a previous order from stash's website, and i knew it was good (for decaf tea, which is always missing something -- i think it's the caffeine.)  the price on this multipack was so good, that i could give a couple boxes away (which i did, cause i can't go through that much decaf tea in a year) and still save money over buying it in the supermarket.",2007-05-17,2007,5,2007-05,410,77,0.8244,0.116,0.026,0.858,0.2055555555555555,0.2694444444444445,Positive,Price/Value
233360,B007TJGZ4A,A221NIW05HBOLX,J. Quezada,1,1,5,1275523200,A guest favorite,"i can't think of anything bad to say about this coffee. every guest we have had enjoys it. i'm not much of a hazelnut person, but it tastes pretty good to me.",2010-06-03,2010,6,2010-06,158,32,0.8422,0.254,0.055,0.691,0.0375,0.6166666666666667,Positive,Taste/Flavor
158427,B000BF3AL0,A8LJLTSZ57R2Y,"B. Gardner ""AmazonShopper""",1,1,3,1278028800,"Son likes them, I don't...","i ordered these when i found out the morningstar farms veggie dogs are no longer available.  after reading about 100 reviews, i decided to try this variety.  we have been vegetarian for 12 years, so i am used to the faux meats.  some i like, some i don't.  i loved morningstar veggie dogs, they were my absolute favorite.  most veggie dogs in the refrigerated section of the grocery store have a ton of onion in them!  these veja-dogs are ok on taste, but i do not like the texture.  it is a lot like that of a hard boiled egg white.  when i first got one out of the can i did not want to even try one.  it was squishy and had tiny dark brown spots.  the syrupy stuff they are stored in really grossed me out too.  i have eaten about 5 now and am still not crazy about them.  my son however loves them.  he says they are his favorite.  i will try another worthington veggie dog (super links or linkettes) before giving up on the ""canned"" dogs all together.  i hate onions, but i prefer the texture of the tofu dogs found in the grocery store.",2010-07-02,2010,7,2010-07,1042,200,0.9391,0.126,0.071,0.802,0.2041666666666666,0.5963541666666667,Positive,Taste/Flavor
363914,B00872572E,A37FEBK40S8BRW,VLH,0,2,3,1340064000,"Good concept, poor design","edit: i've given this three stars vs my previous 1 star when i was told the can was not meant to brew tea in. i still would  prefer a ""total travel solution"", then it would have been 5 stars.<br /><br />original post: the can to brew the tea leaks. i sent the first one back thinking maybe it was defective. the second one leaked also. and, the can gets super hot, to the point of not being able to pick it up.  i also posted this review on the teavana website, it has not been posted....just an fyi about neg reviews sent to them.",2012-06-19,2012,6,2012-06,531,104,0.6573,0.093,0.046,0.861,0.1458333333333333,0.4239583333333333,Positive,Product Quality
426759,B00213EU7I,AG0PUADP81ADK,"jc ""gluten-free""",0,0,5,1253318400,Oh my gosh delicious!,"lucy's cinnamon thins are crispy, yummy and entirely too tempting! they taste like snickerdoodles,and i can't quit eating them!",2009-09-19,2009,9,2009-09,127,19,0.7568,0.276,0.0,0.724,0.0,0.625,Positive,Taste/Flavor
203993,B001QEEXCK,A3TJ7A7FO4GM47,John T. Shea,12,13,5,1135123200,Very Impressed,"after a lot of research, i decided to switch my 3-yr old doberman from iams to canidae and have been very impressed with the product. samson loves this stuff too, with the iams i had to entice him to eat by mixing it with canned food/tablefood, but with the canidae, he eagerly wolfs it down by itself. and why not? the first 4 ingredients are all meats- human-grade at that! besides having less ""filler"", canidae uses no corn products, which is good for dogs with allergies (corn is a common allergen in dogs). some may balk at the price, but you are going to use less food per day then with the junk brands due to the high quality of indredients in this stuff. besides, canidae is considerably cheaper then most of the other top-shelf brands like eagle pack or flint river. i'm just happy to be able to feed my dog a ""super-premium"" grade food knowing how much healthier this is for him, for just a few bucks more per bag then a mid-grade food like iams or pro plan. when you look at it like that, i believe it's one of the best values in pet nutrition on the market today.",2005-12-21,2005,12,2005-12,1075,203,0.9877,0.157,0.012,0.831,0.2438742690058479,0.4221345029239766,Positive,Product Quality
166716,B000TMS0QA,A2K9GNMX6ZX93M,wendy3330,0,0,5,1338422400,Fabulous!!!,"i bought this apple butter as a change of pace from my normal peanut butter or laughing cow light cheese spread.  it is absolutely delicious and very healthy.  it's more like a jelly but i am willing to compromise given the nutritional value.  real apple butter is higher in everything ... calories, fat, sugars, etc.  my next purchase will be a case of it!",2012-05-31,2012,5,2012-05,357,64,0.8715,0.168,0.0,0.832,0.3266666666666667,0.5216666666666666,Positive,Taste/Flavor
257342,B0029NLV8G,A1QBOC76MIOJYP,MyPenName,1,1,5,1320364800,My cat loves it,"my cat loves this stuff! the nutrition is fair and it has alot of juice in the packet. it is a mixture of chunks of meat along with some shreads. it looks like real shreds of chicken. the sale price here at amazon was awesome - less than half the price at my local stores for a whole case.<br /><br />i never have any trouble getting all of the food out of the pouch - it all slides right out. this particular flavor though for whatever reason does have a bit more product in the pouch and to make things easier when opening, i usually just cut the top off (to avoid any messes while tearing open) or, i tear from one side half way and then from the other side the rest of the way and the entire top comes off then. if there are any dribbles then, it is just a tiny bit on the side of the pouch and not on my hands at all and i do not get splattered with it. for some reason, the top usually never tears cleanly the whole way across if you try to tear it from one side only and it can be a little messy if you're in a hurry. it is not like it makes a huge mess though anyway, just a few drips here and there maybe. cutting the top off instead of tearing it solves that though.<br /><br />the other whiskas pouches that i like to use are the choice cuts varieties. they have nice big chunks in them instead of a bunch of mush or all shreds. my cat likes the chunkier ones better.",2011-11-04,2011,11,2011-11,1378,279,0.9779,0.14,0.047,0.812,0.1133763227513227,0.4741402116402117,Positive,Taste/Flavor
86568,B0007SN7B4,A2NNK0HTZUW3P6,"M. J. Hader ""The Only""",0,0,5,1301616000,Love this stuff!,"i'm not generally a fan of hot sauces.  however, when i initially came across this in a diner i gave it a sniff, and it smelled promising.  it was quite good with my steak that morning.  now that i have it at home, i will admit it's a touch salty, but the flavor is quite savory in comparison to your run-of-the-mill hot sauces.",2011-04-01,2011,4,2011-04,328,63,0.434,0.081,0.022,0.896,0.2291666666666666,0.55,Positive,Taste/Flavor
380154,B005VGZ49U,A35W3JQYP0M655,"Ambergris ""John Thomas""",1,1,5,1322784000,Great Tasting Low Salt Mix,"i recently bought some of this at a local market.  i decided to try it because for quite some time now i have purchased morton's light salt to cut down on the some of the sodium i take in.  this diamond crystal blend is not only cheaper than the morton's for a generous amount more, but it also taste better in my opinion.  like the morton's, it contains a full one third less sodium.  but where the morton's uses the popular substitute potassium chloride that has a slight metallic taste to it, the main substitute ingredient in this diamond chrystal blend is silicon dioxide, which to me has a much more natural salt taste.  i prefer it over the potassium chloride, and as already mentioned, you get more for your money with this blend making it a sure deal. it took me no time at all to get used to it, and i use it in my cooking as well as in the shaker as well.  if you have trouble finding it locally, i suggest you pick it up by the case here on amazon and you will be set for a year or more.  a real good salt substitute, (that does contain real salt as well) that i recommend...",2011-12-02,2011,12,2011-12,1087,210,0.9869,0.175,0.032,0.793,0.233080808080808,0.4292929292929293,Positive,Taste/Flavor
422062,B002OVICJO,A136BYILR08J32,Angelkitty's Mom,0,0,5,1211760000,Liv-a-littles chicken treats,"if you're looking for a yummy treat for your cat, try these.  after trying both the chicken and salmon flavors, my cats greatly preferred the chicken.  in fact, they love them.  these treats are 100% white-meat chicken, so you'll be giving your cat a truly healthy treat instead of one that's loaded with carbs and fat.  i will definitely buy these again.",2008-05-26,2008,5,2008-05,355,62,0.9718,0.307,0.0,0.693,1.5860328923216518e-17,0.7428571428571429,Positive,Taste/Flavor
216106,B001QY04Q4,A2EO70A3IS220F,Ann Marie Ritchie,1,1,5,1313539200,Favorite tea,this is my favorite tea.  it has that lovely flavor and aroma of ceylon tea.  i drink way too many cups of it each day!  i only wish they had a decaf version.,2011-08-17,2011,8,2011-08,158,33,0.8687,0.246,0.0,0.754,0.40625,0.8125,Positive,Taste/Flavor
17808,B000EVMNO6,A28DQF01VXVK41,K. Bryson,0,0,5,1261526400,Frog Gummies,i love my frog gummy candy...i even shared it with the grand kids (even though i don't normally share with anyone).,2009-12-23,2009,12,2009-12,115,21,0.8277,0.337,0.066,0.597,0.3833333333333333,0.75,Positive,Other
136889,B001M1DUDU,A2BFA2D3MC3LL2,Tsu Dho Nihm,1,1,5,1332374400,Good packaging - no spills!,"i like this product enough that i used to buy at least a bottle a week locally - mostly to flavor my mineral water and ice tea, while adding some vitamin c. i was scared to mail-order a 12-pack of glass bottles filled with liquid. i envisioned disaster. not to worry. they were set in a special foam spacer insert and well-protected. they all arrived intact. the package was still easy to open. the price is really good. i would not hesitate to order again. good job!",2012-03-22,2012,3,2012-03,467,87,0.9137,0.215,0.066,0.719,0.3294973544973545,0.6005291005291004,Positive,Shipping/Delivery
286014,B000G32YEG,A35T8A43KFWD00,"Rye B. ""JOKI""",0,0,3,1319068800,Pleasant flavor- uneven quality,"i've noticed that with a lot of products on the market today- cereals and snack items like these soynuts, the quality of the food is increasingly subpar, i.e. there are almost always a few grains or other items/detritutus in the package that should not be there. a few of these beans, for example, look like they were dried w/ tiny black spots from dirt or perhaps insects? some might attribute this to the fact that these beans are a product of china and while i do not think that its origins are the primary source of the problem, it might explain in part the low quality of the edamame. these green babies are tasty enough although the punch of the wasabi is low. texture is reminiscent of freeze dried food but more solid. for me, the sodium level is just about right but i happen to believe that most products are too salty and that high sodium levels may have as much to do with american's expanding waist lines as hfcs. but back to the product at hand- would i order these again? maybe, but i am more careful about each bean i pop into my mouth now. as a highly allergy sensitive individual, i can't afford to down bad beans no matter how tiny the black dots are.",2011-10-20,2011,10,2011-10,1170,219,0.3459,0.06,0.054,0.887,0.0130608465608465,0.4237645502645503,Positive,Shipping/Delivery
38016,B0000CERZK,AJ37ZHM9OJK2R,"P. Boatman ""NonCharon""",2,4,1,1218758400,Disappointing,i planted mine in a separate area next to my yellow and mixed color sunflowers and they never sprouted. (shrugs)  i wonder if i got an old batch of seeds.,2008-08-15,2008,8,2008-08,154,30,0.0,0.0,0.0,1.0,0.025,0.1125,Neutral,Other
